CustomerID,AccountNumber,CustomerName,Industry,Region,AccountManagerID,FirstDrawnDate,CreditLimit,PaymentTermsDays,CustomerStatus
566,100566,Harbour Plant Hire Ltd,Agriculture,Wales,6,2025-06-12,100000,7,Active
567,100567,Sterling Plant Hire Ltd,Waste Management,North West,10,2025-11-20,25000,7,Active
568,100568,Oakfield Facilities Ltd,Agriculture,Scotland,8,2025-08-10,15000,7,Active
569,100569,Premier Plant Hire Ltd,Facilities,South East,3,2024-09-04,15000,7,Active
570,100570,Beacon Plant Hire Ltd,Manufacturing,Scotland,8,2024-04-19,5000,7,Active
571,100571,Premier Facilities Ltd,Manufacturing,Midlands,1,2025-05-08,25000,30,Active
572,100572,Rapid Recycling Ltd,Waste Management,London,4,2025-06-07,15000,14,Active
573,100573,Westbrook Transport Ltd,Haulage,Wales,6,2025-07-07,2500,30,Active
574,100574,Clearway Transport Ltd,Facilities,North West,10,2024-11-19,2500,7,Active
575,100575,Pioneer Recycling Ltd,Construction,Scotland,8,2025-09-19,15000,7,Active
576,100576,Harbour Fleet Services Ltd,Facilities,Scotland,8,2024-07-07,75000,14,Active
577,100577,Centurion Distribution Ltd,Agriculture,Wales,6,2025-04-06,7500,30,Active
578,100578,Westbrook Plant Hire Ltd,Construction,South West,5,2025-07-22,50000,14,Active
579,100579,Phoenix Transport Ltd,Facilities,Midlands,1,2025-03-07,75000,7,Active
580,100580,Clearway Groundworks Ltd,Retail Distribution,Scotland,8,2024-11-03,15000,30,Active
581,100581,Crown Civil Engineering Ltd,Construction,North East,7,2024-08-08,15000,14,Active
582,100582,Falcon Facilities Ltd,Agriculture,South West,12,2025-01-03,100000,30,Active
583,100583,Sterling Distribution Ltd,Haulage,Wales,6,2024-12-25,150000,7,Active
584,100584,Greenacre Groundworks Ltd,Plant Hire,South West,12,2024-11-28,100000,14,Active
585,100585,Arrow Haulage Ltd,Coach & Bus,South West,12,2025-10-08,7500,7,Active
586,100586,Atlas Distribution Ltd,Coach & Bus,Wales,6,2024-03-22,7500,14,Active
587,100587,Bluebird Fleet Services Ltd,Waste Management,Wales,6,2025-03-31,25000,30,Active
588,100588,Arrow Civil Engineering Ltd,Plant Hire,North East,7,2024-05-08,10000,30,Active
589,100589,Nova Haulage Ltd,Courier,North East,7,2024-04-15,5000,7,Active
590,100590,Metro Groundworks Ltd,Haulage,Midlands,9,2025-06-20,5000,7,Active
591,100591,Bridgeway Haulage Ltd,Coach & Bus,South West,5,2024-09-10,15000,14,Active
592,100592,Bridgeway Groundworks Ltd,Plant Hire,Midlands,1,2025-11-10,25000,14,Active
593,100593,Arrow Groundworks Ltd,Waste Management,London,4,2025-12-15,100000,7,Active
594,100594,Arrow Recycling Ltd,Coach & Bus,South West,12,2025-05-08,100000,7,Active
595,100595,Arrow Fleet Services Ltd,Agriculture,Wales,6,2024-06-08,15000,7,Dormant
596,100596,Beacon Transport Ltd,Agriculture,South West,12,2025-07-01,2500,30,Active
597,100597,Albion Facilities Ltd,Waste Management,Midlands,9,2024-10-26,150000,7,Active
598,100598,Kingsway Distribution Ltd,Courier,Wales,6,2025-02-08,10000,7,Active
599,100599,Greenacre Civil Engineering Ltd,Coach & Bus,South East,11,2024-03-22,50000,30,Active
600,100600,Albion Recycling Ltd,Waste Management,South West,12,2025-02-26,10000,7,Active
601,100601,Northgate Haulage Ltd,Facilities,London,4,2025-12-18,150000,14,Active
602,100602,Apex Transport Ltd,Haulage,Midlands,1,2024-04-14,15000,14,Active
603,100603,Arrow Logistics Ltd,Courier,North West,2,2024-01-16,75000,7,Active
604,100604,Northgate Facilities Ltd,Agriculture,London,4,2024-12-04,5000,7,Dormant
605,100605,Albion Civil Engineering Ltd,Construction,London,4,2024-07-15,15000,14,Active
606,100606,Falcon Plant Hire Ltd,Coach & Bus,London,4,2024-02-04,10000,14,Active
607,100607,Falcon Groundworks Ltd,Courier,London,4,2025-11-28,15000,14,Active
608,100608,Nova Logistics Ltd,Retail Distribution,North West,10,2025-05-07,15000,7,Active
609,100609,Crown Plant Hire Ltd,Construction,South East,11,2024-11-28,2500,7,Active
610,100610,Westbrook Haulage Ltd,Coach & Bus,South East,3,2024-02-13,150000,30,Active
611,100611,Silverline Transport Ltd,Agriculture,North West,2,2024-06-10,75000,7,Active
612,100612,Bluebird Logistics Ltd,Haulage,Scotland,8,2025-12-19,100000,7,Active
613,100613,Harbour Distribution Ltd,Retail Distribution,Scotland,8,2024-07-16,2500,30,Active
614,100614,Nova Transport Ltd,Waste Management,Midlands,9,2025-12-24,75000,30,Active
615,100615,Centurion Facilities Ltd,Courier,North East,7,2024-11-27,75000,14,Active
616,100616,Silverline Groundworks Ltd,Plant Hire,North West,2,2025-04-05,15000,14,Active
617,100617,Arrow Logistics Ltd,Retail Distribution,Wales,6,2024-01-20,150000,14,Active
618,100618,Harbour Distribution Ltd,Construction,Wales,6,2025-06-20,75000,30,Active
619,100619,Northgate Distribution Ltd,Coach & Bus,Scotland,8,2024-04-08,100000,30,Dormant
620,100620,Beacon Transport Ltd,Plant Hire,Midlands,1,2024-04-19,75000,7,Active
621,100621,Westbrook Civil Engineering Ltd,Facilities,South West,5,2025-01-10,10000,30,Active
622,100622,Apex Plant Hire Ltd,Facilities,North West,10,2025-10-16,2500,14,Active
623,100623,Rapid Civil Engineering Ltd,Agriculture,Midlands,9,2025-06-25,2500,30,Dormant
624,100624,Northgate Haulage Ltd,Courier,North West,2,2024-08-24,100000,14,Active
625,100625,Evergreen Plant Hire Ltd,Manufacturing,North East,7,2024-04-18,150000,14,Active
626,100626,Centurion Civil Engineering Ltd,Construction,North East,7,2025-07-17,50000,30,Active
627,100627,Oakfield Groundworks Ltd,Manufacturing,London,4,2024-11-18,100000,14,Active
628,100628,Horizon Civil Engineering Ltd,Agriculture,South East,3,2025-01-19,100000,30,Active
629,100629,Arrow Facilities Ltd,Coach & Bus,Midlands,1,2024-10-18,150000,7,Active
630,100630,Rapid Fleet Services Ltd,Haulage,South West,5,2024-08-07,25000,7,Active
631,100631,Centurion Fleet Services Ltd,Retail Distribution,North East,7,2024-02-08,75000,14,Active
632,100632,Sterling Distribution Ltd,Manufacturing,South East,3,2024-09-19,15000,7,Active
633,100633,Westbrook Plant Hire Ltd,Construction,Scotland,8,2024-06-26,75000,30,Active
634,100634,Beacon Haulage Ltd,Manufacturing,South West,5,2025-08-13,50000,7,Active
635,100635,Atlas Distribution Ltd,Agriculture,Wales,6,2024-05-03,10000,30,Active
636,100636,Silverline Logistics Ltd,Coach & Bus,Midlands,9,2025-06-20,2500,14,Active
637,100637,Bridgeway Distribution Ltd,Retail Distribution,South East,3,2024-02-21,50000,14,Active
638,100638,Westbrook Groundworks Ltd,Construction,South East,11,2024-10-23,50000,7,Active
639,100639,Summit Facilities Ltd,Manufacturing,Midlands,9,2024-09-25,5000,14,Active
640,100640,Albion Transport Ltd,Plant Hire,London,4,2025-05-14,50000,30,Active
641,100641,Kingsway Recycling Ltd,Retail Distribution,South East,3,2024-03-14,15000,14,Active
642,100642,Atlas Recycling Ltd,Construction,North West,10,2025-03-09,25000,14,Active
643,100643,Mercury Recycling Ltd,Haulage,South West,5,2024-12-24,150000,14,Active
644,100644,Arrow Logistics Ltd,Courier,South East,11,2024-06-08,5000,7,Active
645,100645,Harbour Recycling Ltd,Plant Hire,South West,5,2024-12-17,5000,14,Active
646,100646,Apex Distribution Ltd,Courier,South East,3,2025-07-13,100000,14,Active
647,100647,Silverline Transport Ltd,Haulage,Wales,6,2024-09-18,7500,7,Active
648,100648,Phoenix Recycling Ltd,Waste Management,Midlands,9,2025-11-01,2500,7,Active
649,100649,Sterling Distribution Ltd,Construction,Midlands,9,2025-10-26,50000,7,Active
650,100650,Evergreen Haulage Ltd,Agriculture,London,4,2024-07-09,10000,30,Active
651,100651,Kingsway Logistics Ltd,Haulage,South East,11,2024-12-07,75000,14,Active
652,100652,Apex Distribution Ltd,Agriculture,Scotland,8,2024-08-29,100000,14,Active
653,100653,Greenacre Fleet Services Ltd,Coach & Bus,Midlands,9,2024-08-18,7500,14,Active
654,100654,Premier Transport Ltd,Construction,Wales,6,2025-03-03,10000,30,Active
655,100655,Northgate Recycling Ltd,Agriculture,London,4,2024-07-30,7500,30,Active
656,100656,Phoenix Plant Hire Ltd,Plant Hire,South West,5,2025-03-16,7500,30,Active
657,100657,Atlas Transport Ltd,Agriculture,North West,2,2024-07-07,25000,7,Active
658,100658,Albion Distribution Ltd,Coach & Bus,Wales,6,2025-03-29,15000,7,Active
659,100659,Falcon Transport Ltd,Plant Hire,Midlands,9,2025-09-12,150000,30,Active
660,100660,Harbour Plant Hire Ltd,Haulage,Scotland,8,2025-12-05,75000,7,Active
661,100661,Silverline Facilities Ltd,Agriculture,North East,7,2025-05-18,75000,7,Active
662,100662,Harbour Logistics Ltd,Coach & Bus,Midlands,9,2025-02-26,10000,30,Active
663,100663,Redstone Plant Hire Ltd,Construction,North East,7,2025-09-23,75000,30,Active
664,100664,Arrow Plant Hire Ltd,Coach & Bus,Wales,6,2025-09-14,50000,30,Active
665,100665,Silverline Recycling Ltd,Manufacturing,Midlands,1,2025-04-07,75000,7,Active
666,100666,Harbour Groundworks Ltd,Retail Distribution,Wales,6,2025-07-25,50000,30,Active
667,100667,Crown Plant Hire Ltd,Waste Management,London,4,2024-11-07,15000,14,Active
668,100668,Northgate Recycling Ltd,Haulage,North East,7,2025-10-23,75000,7,Active
669,100669,Falcon Transport Ltd,Manufacturing,North East,7,2025-02-27,25000,14,Dormant
670,100670,Arrow Recycling Ltd,Courier,London,4,2024-09-13,25000,30,Active
671,100671,Centurion Transport Ltd,Construction,North West,2,2025-12-24,75000,30,Active
672,100672,Evergreen Civil Engineering Ltd,Retail Distribution,North East,7,2025-07-17,50000,7,Active
673,100673,Atlas Distribution Ltd,Manufacturing,North East,7,2024-05-28,7500,30,Dormant
674,100674,Northgate Fleet Services Ltd,Facilities,South West,5,2024-04-30,7500,7,Dormant
675,100675,Albion Fleet Services Ltd,Haulage,London,4,2025-05-25,100000,7,Active
676,100676,Metro Plant Hire Ltd,Courier,London,4,2025-02-23,75000,7,Active
677,100677,Apex Plant Hire Ltd,Retail Distribution,South West,5,2024-02-20,7500,7,Dormant
678,100678,Mercury Logistics Ltd,Plant Hire,Midlands,9,2024-12-05,5000,7,Active
679,100679,Oakfield Transport Ltd,Waste Management,North East,7,2025-08-15,25000,7,Active
680,100680,Northgate Distribution Ltd,Agriculture,Wales,6,2025-03-13,100000,7,Active
681,100681,Bridgeway Haulage Ltd,Waste Management,Scotland,8,2025-06-21,10000,30,Active
682,100682,Crown Haulage Ltd,Manufacturing,North West,10,2025-12-06,150000,30,Active
683,100683,Silverline Distribution Ltd,Waste Management,Scotland,8,2025-09-21,150000,14,Active
684,100684,Greenacre Facilities Ltd,Facilities,North East,7,2025-12-26,15000,7,Dormant
685,100685,Apex Facilities Ltd,Construction,South East,11,2025-02-27,2500,14,Active
686,100686,Phoenix Plant Hire Ltd,Haulage,South East,11,2024-09-17,5000,14,Active
687,100687,Kingsway Distribution Ltd,Haulage,North West,10,2024-12-15,50000,30,Active
688,100688,Apex Transport Ltd,Courier,Scotland,8,2025-11-19,75000,14,Active
689,100689,Greenacre Transport Ltd,Facilities,North East,7,2025-07-03,25000,14,Active
690,100690,Horizon Logistics Ltd,Retail Distribution,South West,12,2025-07-22,100000,7,Active
691,100691,Premier Distribution Ltd,Agriculture,North West,2,2024-10-14,2500,14,Active
692,100692,Greenacre Groundworks Ltd,Plant Hire,Wales,6,2025-09-01,5000,14,Active
693,100693,Bluebird Logistics Ltd,Waste Management,Wales,6,2025-05-23,10000,14,Active
694,100694,Northgate Plant Hire Ltd,Retail Distribution,South West,5,2024-04-24,25000,7,Active
695,100695,Atlas Haulage Ltd,Facilities,Midlands,9,2025-05-27,7500,7,Active
696,100696,Metro Groundworks Ltd,Waste Management,Scotland,8,2024-04-10,100000,30,Active
697,100697,Redstone Logistics Ltd,Facilities,Wales,6,2024-01-05,15000,7,Active
698,100698,Silverline Haulage Ltd,Agriculture,London,4,2024-04-15,100000,30,Active
699,100699,Apex Recycling Ltd,Waste Management,South East,11,2024-07-24,10000,14,Active
700,100700,Bluebird Facilities Ltd,Construction,South West,5,2024-06-10,15000,7,Dormant
701,100701,Silverline Groundworks Ltd,Retail Distribution,North West,2,2025-07-09,25000,30,Active
702,100702,Bridgeway Fleet Services Ltd,Manufacturing,South East,3,2024-03-13,15000,30,Active
703,100703,Kingsway Facilities Ltd,Haulage,North East,7,2025-04-27,2500,7,Active
704,100704,Summit Civil Engineering Ltd,Coach & Bus,North East,7,2025-09-23,25000,14,Active
705,100705,Redstone Groundworks Ltd,Construction,London,4,2024-04-05,75000,7,Active
706,100706,Premier Facilities Ltd,Facilities,South East,3,2024-05-27,150000,14,Active
707,100707,Pioneer Transport Ltd,Agriculture,Scotland,8,2025-05-14,2500,7,Active
708,100708,Mercury Facilities Ltd,Facilities,North East,7,2024-12-22,150000,30,Active
709,100709,Falcon Civil Engineering Ltd,Construction,Scotland,8,2024-11-05,100000,14,Active
710,100710,Horizon Plant Hire Ltd,Manufacturing,South East,3,2025-05-08,50000,7,Active
711,100711,Beacon Recycling Ltd,Coach & Bus,Wales,6,2025-07-11,10000,7,Active
712,100712,Summit Recycling Ltd,Facilities,North West,10,2024-11-29,100000,7,Active
713,100713,Oakfield Fleet Services Ltd,Coach & Bus,North West,2,2025-12-02,150000,14,Active
714,100714,Greenacre Logistics Ltd,Construction,South East,3,2025-08-17,2500,7,Active
715,100715,Arrow Groundworks Ltd,Waste Management,Wales,6,2024-07-19,10000,30,Active
716,100716,Northgate Recycling Ltd,Waste Management,Wales,6,2024-04-01,150000,7,Active
717,100717,Evergreen Civil Engineering Ltd,Plant Hire,South West,5,2025-01-13,100000,7,Dormant
718,100718,Kingsway Distribution Ltd,Construction,South West,5,2024-08-28,50000,30,Active
719,100719,Greenacre Distribution Ltd,Coach & Bus,Wales,6,2025-03-21,100000,7,Active
720,100720,Metro Transport Ltd,Courier,Wales,6,2025-03-03,7500,14,Active
721,100721,Premier Transport Ltd,Plant Hire,Midlands,1,2025-10-25,2500,7,Active
722,100722,Metro Civil Engineering Ltd,Plant Hire,North West,2,2025-10-19,50000,14,Active
723,100723,Centurion Recycling Ltd,Coach & Bus,North East,7,2025-06-05,50000,30,Active
724,100724,Pioneer Distribution Ltd,Courier,North East,7,2025-09-11,2500,30,Active
725,100725,Nova Plant Hire Ltd,Retail Distribution,South West,12,2025-07-13,150000,14,Dormant
726,100726,Crown Recycling Ltd,Facilities,Scotland,8,2025-08-17,75000,30,Active
727,100727,Nova Groundworks Ltd,Waste Management,London,4,2025-06-19,150000,7,Active
728,100728,Greenacre Haulage Ltd,Retail Distribution,South West,5,2024-12-17,100000,7,Active
729,100729,Evergreen Facilities Ltd,Manufacturing,Scotland,8,2024-12-27,15000,14,Active
730,100730,Centurion Recycling Ltd,Waste Management,South West,5,2025-10-06,75000,30,Active
731,100731,Crown Fleet Services Ltd,Manufacturing,Midlands,9,2025-05-11,5000,7,Active
732,100732,Clearway Fleet Services Ltd,Waste Management,North East,7,2024-10-08,15000,7,Active
733,100733,Silverline Transport Ltd,Manufacturing,North East,7,2025-01-13,7500,14,Active
734,100734,Harbour Facilities Ltd,Plant Hire,Midlands,9,2024-03-27,7500,30,Active
735,100735,Bridgeway Facilities Ltd,Coach & Bus,Wales,6,2025-11-07,75000,30,Active
736,100736,Redstone Recycling Ltd,Agriculture,Midlands,9,2024-04-28,2500,7,Active
737,100737,Metro Fleet Services Ltd,Facilities,South East,11,2025-11-30,50000,14,Active
738,100738,Evergreen Civil Engineering Ltd,Haulage,South West,12,2025-01-26,25000,30,Active
739,100739,Crown Haulage Ltd,Retail Distribution,Scotland,8,2025-09-17,15000,14,Active
740,100740,Phoenix Haulage Ltd,Waste Management,Wales,6,2025-11-22,10000,30,Active
741,100741,Albion Plant Hire Ltd,Retail Distribution,Scotland,8,2024-11-16,100000,7,Active
742,100742,Beacon Haulage Ltd,Haulage,Wales,6,2025-06-21,5000,30,Active
743,100743,Harbour Fleet Services Ltd,Waste Management,South East,3,2024-01-25,150000,7,Dormant
744,100744,Silverline Plant Hire Ltd,Manufacturing,North West,2,2024-03-29,150000,7,Active
745,100745,Albion Recycling Ltd,Plant Hire,North West,2,2024-09-16,15000,14,Active
746,100746,Summit Facilities Ltd,Waste Management,Wales,6,2024-09-20,7500,7,Active
747,100747,Crown Civil Engineering Ltd,Coach & Bus,Scotland,8,2024-09-21,15000,7,Active
748,100748,Metro Plant Hire Ltd,Manufacturing,Wales,6,2025-10-22,75000,7,Active
749,100749,Albion Civil Engineering Ltd,Courier,North West,10,2024-09-22,5000,7,Dormant
750,100750,Westbrook Fleet Services Ltd,Facilities,Midlands,9,2024-06-01,2500,7,Active
751,100751,Sterling Transport Ltd,Agriculture,Wales,6,2025-06-11,75000,14,Active
752,100752,Clearway Haulage Ltd,Retail Distribution,South East,3,2025-01-28,75000,7,Active
753,100753,Atlas Distribution Ltd,Agriculture,South West,12,2024-02-26,5000,14,Active
754,100754,Bluebird Haulage Ltd,Facilities,South West,5,2024-06-29,100000,7,Active
755,100755,Premier Plant Hire Ltd,Waste Management,Wales,6,2025-10-07,25000,14,Active
756,100756,Greenacre Facilities Ltd,Courier,North East,7,2024-07-16,2500,30,Active
757,100757,Harbour Facilities Ltd,Coach & Bus,North West,10,2025-05-26,100000,14,Active
758,100758,Apex Logistics Ltd,Agriculture,Midlands,9,2024-02-13,50000,7,Active
759,100759,Greenacre Groundworks Ltd,Facilities,North East,7,2024-03-14,2500,30,Active
760,100760,Greenacre Logistics Ltd,Facilities,Midlands,1,2025-12-19,7500,7,Active
761,100761,Crown Fleet Services Ltd,Construction,London,4,2025-08-28,5000,7,Active
762,100762,Silverline Recycling Ltd,Courier,North West,2,2025-03-12,25000,30,Active
763,100763,Bluebird Haulage Ltd,Manufacturing,North East,7,2024-08-06,2500,30,Active
764,100764,Summit Haulage Ltd,Waste Management,North East,7,2024-06-21,25000,30,Active
765,100765,Harbour Recycling Ltd,Haulage,North East,7,2025-10-09,150000,14,Active
766,100766,Apex Facilities Ltd,Construction,Midlands,1,2024-07-02,5000,30,Active
767,100767,Rapid Fleet Services Ltd,Coach & Bus,London,4,2024-07-30,7500,30,Active
768,100768,Arrow Civil Engineering Ltd,Courier,North East,7,2025-09-02,7500,30,Active
769,100769,Summit Fleet Services Ltd,Agriculture,Wales,6,2025-07-25,10000,7,Active
770,100770,Evergreen Haulage Ltd,Manufacturing,Scotland,8,2025-04-20,10000,14,Dormant
771,100771,Falcon Transport Ltd,Facilities,London,4,2024-06-12,2500,7,Active
772,100772,Northgate Plant Hire Ltd,Coach & Bus,South West,12,2025-09-23,75000,7,Active
773,100773,Crown Groundworks Ltd,Plant Hire,North East,7,2025-05-11,100000,7,Dormant
774,100774,Harbour Facilities Ltd,Manufacturing,Scotland,8,2024-07-22,25000,7,Active
775,100775,Bluebird Plant Hire Ltd,Construction,South East,11,2024-07-23,50000,7,Dormant
776,100776,Westbrook Facilities Ltd,Haulage,Wales,6,2024-08-09,150000,14,Active
777,100777,Mercury Transport Ltd,Facilities,South East,11,2024-10-03,10000,14,Active
778,100778,Centurion Recycling Ltd,Haulage,South West,5,2024-04-23,75000,14,Active
779,100779,Albion Distribution Ltd,Courier,South West,5,2025-10-15,150000,7,Active
780,100780,Kingsway Plant Hire Ltd,Construction,Wales,6,2024-08-09,150000,14,Active
781,100781,Sterling Logistics Ltd,Coach & Bus,South East,3,2024-12-01,50000,30,Active
782,100782,Atlas Recycling Ltd,Plant Hire,Midlands,9,2024-02-15,2500,14,Active
783,100783,Evergreen Logistics Ltd,Coach & Bus,Wales,6,2025-12-14,5000,14,Active
784,100784,Summit Groundworks Ltd,Haulage,Wales,6,2024-05-15,25000,14,Active
785,100785,Summit Logistics Ltd,Facilities,South West,5,2025-12-21,75000,30,Active
786,100786,Apex Facilities Ltd,Facilities,North East,7,2024-07-08,25000,30,Active
787,100787,Greenacre Logistics Ltd,Construction,Wales,6,2025-06-27,2500,14,Active
788,100788,Sterling Recycling Ltd,Retail Distribution,South East,3,2025-09-27,25000,30,Active
789,100789,Evergreen Distribution Ltd,Haulage,North West,10,2025-01-09,75000,30,Dormant
790,100790,Mercury Transport Ltd,Retail Distribution,North West,2,2024-05-21,25000,7,Active
791,100791,Greenacre Facilities Ltd,Manufacturing,South East,3,2024-11-24,25000,14,Active
792,100792,Horizon Fleet Services Ltd,Haulage,North West,10,2024-12-19,75000,14,Active
793,100793,Beacon Haulage Ltd,Facilities,South West,12,2025-09-27,25000,30,Active
794,100794,Phoenix Haulage Ltd,Courier,London,4,2024-03-23,50000,7,Active
795,100795,Summit Haulage Ltd,Plant Hire,South West,5,2025-12-14,7500,14,Active
796,100796,Redstone Groundworks Ltd,Haulage,South West,12,2025-11-29,100000,7,Active
797,100797,Horizon Facilities Ltd,Haulage,South West,5,2024-03-05,2500,7,Active
798,100798,Evergreen Distribution Ltd,Coach & Bus,Scotland,8,2025-05-12,150000,30,Active
799,100799,Beacon Groundworks Ltd,Facilities,London,4,2025-08-03,7500,14,Active
800,100800,Sterling Plant Hire Ltd,Facilities,Scotland,8,2024-02-18,7500,14,Active
801,100801,Oakfield Recycling Ltd,Plant Hire,South West,5,2024-06-28,7500,7,Active
802,100802,Crown Distribution Ltd,Manufacturing,North East,7,2024-09-23,25000,7,Active
803,100803,Centurion Logistics Ltd,Agriculture,Scotland,8,2025-01-16,75000,30,Active
804,100804,Kingsway Fleet Services Ltd,Construction,Midlands,9,2025-05-26,7500,14,Active
805,100805,Bridgeway Logistics Ltd,Retail Distribution,Scotland,8,2025-04-30,15000,30,Active
806,100806,Phoenix Recycling Ltd,Facilities,Scotland,8,2025-05-05,2500,7,Active
807,100807,Falcon Fleet Services Ltd,Haulage,Wales,6,2025-04-01,25000,7,Active
808,100808,Silverline Plant Hire Ltd,Manufacturing,South East,11,2024-07-19,2500,7,Active
809,100809,Arrow Haulage Ltd,Retail Distribution,Wales,6,2025-05-17,25000,30,Active
810,100810,Crown Distribution Ltd,Coach & Bus,North East,7,2025-01-13,50000,14,Dormant
811,100811,Mercury Distribution Ltd,Waste Management,London,4,2024-08-08,75000,30,Active
812,100812,Phoenix Facilities Ltd,Waste Management,North East,7,2025-02-28,7500,30,Active
813,100813,Bridgeway Plant Hire Ltd,Waste Management,London,4,2024-03-08,150000,14,Active
814,100814,Horizon Fleet Services Ltd,Coach & Bus,North East,7,2025-12-28,150000,7,Active
815,100815,Beacon Civil Engineering Ltd,Waste Management,London,4,2024-11-05,150000,14,Active
816,100816,Nova Facilities Ltd,Courier,Midlands,1,2024-06-06,15000,14,Active
817,100817,Beacon Facilities Ltd,Construction,South West,12,2024-07-02,75000,30,Active
818,100818,Apex Haulage Ltd,Waste Management,London,4,2025-09-05,25000,30,Active
819,100819,Horizon Fleet Services Ltd,Facilities,North West,10,2025-06-08,150000,7,Active
820,100820,Oakfield Recycling Ltd,Haulage,North East,7,2025-04-17,7500,14,Active
821,100821,Sterling Distribution Ltd,Coach & Bus,Scotland,8,2024-10-23,15000,30,Active
822,100822,Summit Groundworks Ltd,Courier,North East,7,2025-09-05,7500,30,Active
823,100823,Bluebird Fleet Services Ltd,Waste Management,Scotland,8,2025-07-01,150000,14,Active
824,100824,Apex Transport Ltd,Retail Distribution,South West,12,2025-05-11,50000,14,Active
825,100825,Oakfield Haulage Ltd,Courier,North East,7,2024-07-11,100000,30,Active
826,100826,Evergreen Groundworks Ltd,Retail Distribution,North West,10,2025-04-16,5000,7,Active
827,100827,Atlas Logistics Ltd,Facilities,Scotland,8,2025-12-08,25000,7,Active
828,100828,Rapid Recycling Ltd,Retail Distribution,Scotland,8,2025-12-27,15000,7,Active
829,100829,Falcon Plant Hire Ltd,Plant Hire,North East,7,2024-11-10,7500,7,Active
830,100830,Summit Civil Engineering Ltd,Construction,North West,2,2025-05-10,50000,7,Active
831,100831,Crown Groundworks Ltd,Manufacturing,Midlands,9,2024-05-01,15000,7,Dormant
832,100832,Premier Logistics Ltd,Construction,North West,2,2025-08-24,10000,7,Active
833,100833,Apex Haulage Ltd,Plant Hire,South West,12,2024-12-26,7500,30,Active
834,100834,Silverline Plant Hire Ltd,Retail Distribution,North West,2,2025-08-15,2500,30,Active
835,100835,Redstone Fleet Services Ltd,Plant Hire,Midlands,1,2024-08-07,100000,30,Active
836,100836,Centurion Recycling Ltd,Plant Hire,London,4,2024-07-04,25000,14,Active
837,100837,Evergreen Plant Hire Ltd,Coach & Bus,North West,10,2024-05-06,75000,7,Active
838,100838,Metro Distribution Ltd,Waste Management,Midlands,1,2024-12-01,75000,7,Active
839,100839,Arrow Recycling Ltd,Waste Management,London,4,2025-07-21,50000,14,Active
840,100840,Horizon Plant Hire Ltd,Construction,London,4,2024-07-02,2500,30,Active
841,100841,Falcon Civil Engineering Ltd,Facilities,North West,2,2024-05-26,50000,14,Active
842,100842,Falcon Transport Ltd,Construction,Scotland,8,2024-12-12,10000,30,Active
843,100843,Pioneer Haulage Ltd,Courier,Wales,6,2024-10-12,150000,30,Active
844,100844,Phoenix Civil Engineering Ltd,Agriculture,London,4,2025-05-11,100000,14,Active
845,100845,Arrow Haulage Ltd,Construction,South West,12,2025-05-24,10000,30,Active
846,100846,Apex Haulage Ltd,Haulage,North West,10,2025-11-25,2500,7,Active
847,100847,Premier Distribution Ltd,Plant Hire,South West,5,2024-03-19,100000,14,Active
848,100848,Redstone Fleet Services Ltd,Facilities,London,4,2025-07-09,25000,30,Active
849,100849,Albion Logistics Ltd,Coach & Bus,North West,10,2025-04-05,25000,14,Active
850,100850,Crown Logistics Ltd,Plant Hire,South West,5,2025-05-18,50000,7,Active
